badge
1010
1188
124
1271
1294
13
1315
1336
1338
1344
1358
1379
1394
1397
142
1425
149
1504
1514
1567
1575
159
1611
1638
1660
179
245
270
29
311
32
361
37
380
430
438
445
505
516
569
576
578
623
63
793
797
808
871
928
941
982
badge
1010
1188
124
1271
1294
13
1315
1336
1338
1344
1358
1379
1394
1397
142
1425
149
1504
1514
1567
1575
159
1611
1638
1660
179
245
270
29
311
32
361
37
380
430
438
445
505
516
569
576
578
623
63
793
797
808
871
928
941
982
badge
1379
