A8N5232360503,{"orig_badge": "240", "mapped_userid": "886"},2025-08-24T18:28:38,1,FLASK,2025-08-24T12:38:21.924669
A8N5232360503,{"orig_badge": "9020", "mapped_userid": "751"},2025-08-24T18:32:03,1,FLASK,2025-08-24T12:38:21.925436
