A8N5232360134,{"orig_badge": "1501", "mapped_userid": "1094"},2025-08-24T18:22:27,1,FLASK,2025-08-24T12:38:17.215414
A8N5232360134,{"orig_badge": "473", "mapped_userid": "125"},2025-08-24T18:33:45,1,FLASK,2025-08-24T12:38:17.216182
