A8N5232360610,{"orig_badge": "1436", "mapped_userid": "664"},2025-08-24T18:08:14,1,FLASK,2025-08-24T12:38:44.044870
A8N5232360610,{"orig_badge": "1607", "mapped_userid": "1265"},2025-08-24T18:35:56,1,FLASK,2025-08-24T12:38:44.045566
