A8N5232360745,{"orig_badge": "1462", "mapped_userid": "994"},2025-08-24T18:16:22,1,FLASK,2025-08-24T12:38:20.717728
A8N5232360745,{"orig_badge": "713", "mapped_userid": "341"},2025-08-24T18:23:00,1,FLASK,2025-08-24T12:38:20.718548
